taxlevel,rankID,taxon,daughterlevels,total,MP_1,MP_10,MP_11,MP_12,MP_13,MP_14,MP_15,MP_16,MP_17,MP_18,MP_19,MP_2,MP_20,MP_21,MP_22,MP_23,MP_24,MP_25,MP_26,MP_27,MP_28,MP_31,MP_32,MP_33,MP_34,MP_35,MP_36,MP_37,MP_38,MP_39,MP_4,MP_40,MP_41,MP_42,MP_43,MP_44,MP_45,MP_46,MP_47,MP_48,MP_49,MP_5,MP_50,MP_51,MP_52,MP_53,MP_54,MP_55,MP_56,MP_57,MP_58,MP_59,MP_6,MP_60,MP_61,MP_62,MP_63,MP_7,MP_8,MP_9,MP_N1,MP_N2,Sample1,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample2,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample3,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample4,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample5,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample6,Sample60,Sample61,Sample62,Sample63,Sample64,Sample65,Sample66,Sample7,Sample8,Sample9
6,0.2.51.9.2.1.21,Termite_planctomycete_cluster,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0.2.51.9.2.1.22,Thermogutta,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.2.51.9.2.1.23,Thermostilla,0,738,4,2,4,3,5,1,2,2,5,3,2,3,0,1,2,2,0,0,2,3,0,0,2,0,7,3,2,0,0,10,2,15,0,3,5,0,2,1,2,0,2,0,0,0,0,0,1,0,2,0,2,6,1,0,2,0,4,0,0,5,0,0,2,3,13,8,19,22,9,3,13,22,22,23,6,19,14,3,3,2,3,4,3,1,2,1,4,0,2,9,1,2,3,2,6,80,2,1,7,5,1,4,5,5,2,35,16,5,5,4,5,8,2,2,0,5,6,44,15,1,5,2,9,16,10,7,16,34
6,0.2.51.9.2.1.24,Zavarzinella,0,9802,19,224,265,274,115,25,95,148,176,203,23,20,6,5,5,11,21,0,17,6,52,13,10,0,41,58,59,16,0,265,27,497,92,537,322,0,106,15,23,15,23,7,16,8,36,5,23,10,10,0,9,32,10,10,21,10,25,20,35,724,0,0,2,12,56,22,108,246,95,9,85,113,94,120,11,38,71,1,83,148,117,88,122,15,14,13,108,0,25,139,73,118,189,261,317,176,15,26,29,15,1,78,32,29,40,220,336,73,85,48,100,50,95,7,16,6,5,181,4,6,11,0,6,53,9,13,38,246
6,0.2.51.9.2.1.25,p-1088-a5_gut_group,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.2.51.9.2.1.26,uncultured,0,28728,81,105,56,99,185,16,239,44,80,140,122,106,40,87,60,67,39,0,139,169,115,207,46,1,341,154,83,144,0,324,134,299,70,216,121,1,93,14,4,9,34,50,48,8,33,18,42,20,68,0,20,103,56,33,54,20,58,58,51,112,1,1,8,80,840,213,716,992,231,244,629,726,505,445,113,325,633,3,158,278,233,547,61,124,82,45,136,0,121,127,26,145,34,212,466,829,212,156,551,188,128,582,733,216,348,2039,671,894,494,175,418,308,466,128,145,215,560,674,177,117,107,31,214,757,88,143,436,892
3,0.2.51.10,SPG12-401-411-B72,1,193,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,1,2,0,0,3,2,0,3,4,2,0,0,4,9,2,0,0,2,1,3,1,0,1,0,0,1,3,2,1,0,1,1,3,2,0,6,1,0,6,2,2,3,16,1,3,18,6,13,3,4,1,2,1,6,1,0,2,1,0,1,11,1,2,4,4
4,0.2.51.10.1,SPG12-401-411-B72_or,1,193,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,1,2,0,0,3,2,0,3,4,2,0,0,4,9,2,0,0,2,1,3,1,0,1,0,0,1,3,2,1,0,1,1,3,2,0,6,1,0,6,2,2,3,16,1,3,18,6,13,3,4,1,2,1,6,1,0,2,1,0,1,11,1,2,4,4
5,0.2.51.10.1.1,SPG12-401-411-B72_fa,1,193,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,1,2,0,0,3,2,0,3,4,2,0,0,4,9,2,0,0,2,1,3,1,0,1,0,0,1,3,2,1,0,1,1,3,2,0,6,1,0,6,2,2,3,16,1,3,18,6,13,3,4,1,2,1,6,1,0,2,1,0,1,11,1,2,4,4
6,0.2.51.10.1.1.1,SPG12-401-411-B72_ge,0,193,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,1,2,0,0,3,2,0,3,4,2,0,0,4,9,2,0,0,2,1,3,1,0,1,0,0,1,3,2,1,0,1,1,3,2,0,6,1,0,6,2,2,3,16,1,3,18,6,13,3,4,1,2,1,6,1,0,2,1,0,1,11,1,2,4,4
3,0.2.51.11,vadinHA49,1,6571,13,8,1,12,4,0,1,10,2,8,23,6,5,7,7,1,1,0,0,0,0,7,15,0,16,4,1,4,0,6,15,12,6,14,1,0,0,11,7,2,5,7,37,1,8,3,13,14,2,0,1,12,20,15,14,5,7,19,56,2,0,0,0,2,16,93,43,58,15,1,68,51,28,15,4,32,114,0,18,57,125,49,2236,78,2,33,28,0,28,87,40,92,602,67,57,18,5,0,2,103,1,35,296,8,29,714,42,77,86,7,38,66,25,8,0,7,5,82,15,2,2,2,16,15,31,49,53,122
4,0.2.51.11.1,vadinHA49_or,1,6571,13,8,1,12,4,0,1,10,2,8,23,6,5,7,7,1,1,0,0,0,0,7,15,0,16,4,1,4,0,6,15,12,6,14,1,0,0,11,7,2,5,7,37,1,8,3,13,14,2,0,1,12,20,15,14,5,7,19,56,2,0,0,0,2,16,93,43,58,15,1,68,51,28,15,4,32,114,0,18,57,125,49,2236,78,2,33,28,0,28,87,40,92,602,67,57,18,5,0,2,103,1,35,296,8,29,714,42,77,86,7,38,66,25,8,0,7,5,82,15,2,2,2,16,15,31,49,53,122
5,0.2.51.11.1.1,vadinHA49_fa,1,6571,13,8,1,12,4,0,1,10,2,8,23,6,5,7,7,1,1,0,0,0,0,7,15,0,16,4,1,4,0,6,15,12,6,14,1,0,0,11,7,2,5,7,37,1,8,3,13,14,2,0,1,12,20,15,14,5,7,19,56,2,0,0,0,2,16,93,43,58,15,1,68,51,28,15,4,32,114,0,18,57,125,49,2236,78,2,33,28,0,28,87,40,92,602,67,57,18,5,0,2,103,1,35,296,8,29,714,42,77,86,7,38,66,25,8,0,7,5,82,15,2,2,2,16,15,31,49,53,122
6,0.2.51.11.1.1.1,vadinHA49_ge,0,6571,13,8,1,12,4,0,1,10,2,8,23,6,5,7,7,1,1,0,0,0,0,7,15,0,16,4,1,4,0,6,15,12,6,14,1,0,0,11,7,2,5,7,37,1,8,3,13,14,2,0,1,12,20,15,14,5,7,19,56,2,0,0,0,2,16,93,43,58,15,1,68,51,28,15,4,32,114,0,18,57,125,49,2236,78,2,33,28,0,28,87,40,92,602,67,57,18,5,0,2,103,1,35,296,8,29,714,42,77,86,7,38,66,25,8,0,7,5,82,15,2,2,2,16,15,31,49,53,122
2,0.2.52,Poribacteria,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0.2.52.1,Poribacteria_cl,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,0.2.52.1.1,Poribacteria_or,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0.2.52.1.1.1,Poribacteria_fa,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0.2.52.1.1.1.1,Poribacteria_ge,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.2.53,Proteobacteria,18,4408477,9312,10872,11699,10117,7076,10995,9384,10667,6006,6930,14380,11694,9422,7507,9639,11403,4732,6,8913,11365,11206,10756,13275,13,13582,7772,9553,15683,14,14322,12180,17248,14890,14140,9409,8,10994,11376,7733,13564,12200,10183,16722,10077,8628,11704,12385,11640,9179,5,12653,8687,9691,8118,10670,15118,14561,10872,9210,16562,7182,4703,44051,114883,49391,40774,52980,57207,51790,115559,80761,49121,52151,60047,74682,48604,40831,548,45897,63256,50188,39008,70757,46834,60166,40715,64062,108,50355,125866,44400,68115,89277,68853,51905,107304,61934,61854,74074,30316,27741,31512,40524,35680,44487,171322,68869,32978,60519,31668,69508,43245,42254,41631,65820,31079,51222,57549,72425,33055,29539,41279,97660,86095,46900,74286,59813,50606
3,0.2.53.1,AEGEAN-245,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.2.53.1.1,AEGEAN-245_or,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.2.53.1.1.1,AEGEAN-245_fa,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.2.53.1.1.1.1,AEGEAN-245_ge,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.2.53.2,ARKDMS-49,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.2.53.2.1,ARKDMS-49_or,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.2.53.2.1.1,ARKDMS-49_fa,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.2.53.2.1.1.1,ARKDMS-49_ge,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.2.53.3,ARKICE-90,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.2.53.3.1,ARKICE-90_or,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.2.53.3.1.1,ARKICE-90_fa,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.2.53.3.1.1.1,ARKICE-90_ge,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.2.53.4,Alphaproteobacteria,18,2194927,6950,9053,9762,7886,4937,7221,5713,8522,4334,4921,11359,8819,7829,6290,7435,7754,4047,4,6417,10001,9145,9021,9261,9,10047,5942,7719,12878,10,11871,8514,13976,11897,11502,7735,7,8066,7600,5006,8785,9509,7970,7995,8666,6209,5758,10052,7869,4221,5,8107,6184,7025,6466,7685,12157,10227,8847,5583,14527,451,133,4285,15755,24828,23331,34581,35127,30432,87470,48901,29130,29457,30869,26373,21152,17412,236,11827,19468,24206,10850,36448,16194,24231,4218,14219,41,4802,30646,5374,21624,48685,16062,23931,65097,29246,40233,44852,10012,11842,16999,22400,8565,15424,91766,44298,19266,21432,10282,25656,18394,27462,29823,17622,25090,28254,31771,24431,16412,5391,19838,69566,61510,22847,44028,21622,27440
4,0.2.53.4.1,4-Org1-14,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1
5,0.2.53.4.1.1,4-Org1-14_fa,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1
6,0.2.53.4.1.1.1,4-Org1-14_ge,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1
4,0.2.53.4.2,Alphaproteobacteria_Incertae_Sedis,3,10057,18,10,10,24,15,13,21,13,4,9,43,21,12,18,38,9,1,0,12,8,4,8,9,0,13,0,5,3,0,17,14,8,113,4,6,0,44,189,108,50,49,27,58,62,18,87,36,15,80,0,85,33,38,31,70,67,147,32,81,4,0,0,4,49,231,266,497,565,317,437,479,234,225,99,64,156,78,0,59,28,186,14,25,20,18,10,18,0,7,16,9,30,23,15,17,488,15,39,165,42,111,15,57,7,16,48,830,21,15,1,31,19,169,34,17,12,2,244,172,15,6,125,486,82,42,242,160,219
5,0.2.53.4.2.1,Alphaproteobacteria_Incertae_Sedis_fa,1,490,0,0,0,3,1,2,1,0,1,1,1,0,0,0,0,0,0,0,1,1,2,3,3,0,4,0,1,1,0,1,1,0,2,1,0,0,0,5,1,0,2,1,2,1,0,0,0,0,4,0,2,0,0,0,0,2,3,1,3,1,0,0,0,1,14,4,56,59,29,2,40,12,8,1,3,10,13,0,0,2,16,0,6,5,0,0,2,0,1,0,1,1,0,2,6,9,1,1,3,1,0,2,3,1,0,3,36,2,8,1,1,6,7,1,1,0,1,5,0,5,1,0,0,2,4,4,10,18
6,0.2.53.4.2.1.1,Alphaproteobacteria_Incertae_Sedis_ge,0,490,0,0,0,3,1,2,1,0,1,1,1,0,0,0,0,0,0,0,1,1,2,3,3,0,4,0,1,1,0,1,1,0,2,1,0,0,0,5,1,0,2,1,2,1,0,0,0,0,4,0,2,0,0,0,0,2,3,1,3,1,0,0,0,1,14,4,56,59,29,2,40,12,8,1,3,10,13,0,0,2,16,0,6,5,0,0,2,0,1,0,1,1,0,2,6,9,1,1,3,1,0,2,3,1,0,3,36,2,8,1,1,6,7,1,1,0,1,5,0,5,1,0,0,2,4,4,10,18
5,0.2.53.4.2.2,Unknown_Family,3,2053,9,3,0,2,0,1,2,2,0,0,11,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,9,22,6,18,2,2,3,28,3,28,3,2,27,0,6,0,8,4,14,18,39,0,10,0,0,0,0,7,118,29,158,148,67,27,125,50,35,9,5,19,9,0,0,0,16,3,0,3,1,0,1,0,0,0,0,2,0,0,3,171,4,17,44,10,24,7,30,0,8,10,276,8,3,0,5,0,17,7,1,4,0,92,6,1,1,12,29,25,16,27,30,34
6,0.2.53.4.2.2.1,Eilatimonas,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.2.53.4.2.2.2,Micavibrio,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0.2.53.4.2.2.3,uncultured,0,2031,9,3,0,2,0,0,2,2,0,0,11,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,9,16,6,18,2,2,3,28,3,28,3,2,26,0,6,0,8,4,13,18,39,0,10,0,0,0,0,7,118,29,153,147,66,27,125,50,35,9,5,19,9,0,0,0,16,3,0,3,1,0,1,0,0,0,0,2,0,0,3,171,4,17,44,10,22,7,30,0,8,10,276,5,3,0,5,0,17,7,1,4,0,92,6,1,1,12,29,25,16,27,29,34
5,0.2.53.4.2.3,uncultured,1,7514,9,7,10,19,14,10,18,11,3,8,31,13,10,17,38,8,1,0,11,7,2,5,6,0,9,0,4,2,0,14,11,8,110,3,6,0,35,162,101,32,45,24,53,33,15,59,33,13,49,0,77,33,30,27,56,47,105,31,68,3,0,0,4,41,99,233,283,358,221,408,314,172,182,89,56,127,56,0,59,26,154,11,19,12,17,10,15,0,6,16,8,27,23,13,8,308,10,21,118,31,87,6,24,6,8,35,518,11,4,0,25,13,145,26,15,8,1,147,166,9,4,113,457,55,22,211,120,167
6,0.2.53.4.2.3.1,uncultured_ge,0,7514,9,7,10,19,14,10,18,11,3,8,31,13,10,17,38,8,1,0,11,7,2,5,6,0,9,0,4,2,0,14,11,8,110,3,6,0,35,162,101,32,45,24,53,33,15,59,33,13,49,0,77,33,30,27,56,47,105,31,68,3,0,0,4,41,99,233,283,358,221,408,314,172,182,89,56,127,56,0,59,26,154,11,19,12,17,10,15,0,6,16,8,27,23,13,8,308,10,21,118,31,87,6,24,6,8,35,518,11,4,0,25,13,145,26,15,8,1,147,166,9,4,113,457,55,22,211,120,167
4,0.2.53.4.3,Alphaproteobacteria_or,1,183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,1,0,1,2,1,2,1,1,1,1,2,8,38,0,1,4,1,8,3,3,0,0,3,0,4,2,13,25,7,1,1,1,0,0,0,3,1,0,4,3,3,2,0,0,3,4,1,0,0,2,1,0,0,0,0,0,1,0,1,1,1
